ingredient_text,allergens
"INGREDIENTS: mustard powder, lupin flour, turmeric, maltodextrin, lupin, lupini beans, mono and diglycerides (for color). CONTAINS mustard","lupin,mustard"
"calcium carbonate, magnesium carbonate, dextrose, albumin, invert sugar, curd, natural flavors, tapioca starch, cheese, (may be present: peanut, sesame, mustard), egg, meringue, vitamin A, dairy cream","dairy,egg,mustard,peanut,sesame"
"yeast, sesame oil, vitamin E, natural flavors, sesame, calcium carbonate, canola oil, black sesame, brazil nut, mono and diglycerides, tapioca starch","sesame,tree_nuts"
"thiamine, folate, niacin, baking powder, tapioca starch, riboflavin (as stabilizer)",none
"INGREDIENTS: celery extract, celery salt, vitamin D, palm oil, turmeric, celery juice, magnesium carbonate. CONTAINS celery. MAY CONTAIN celery, wheat DUE TO SHARED EQUIPMENT","celery,wheat"
"INGREDIENTS: goober peas, niacin, maltodextrin, sulphites, contains sulfites, sulfites, glucose, lecithin (for texture), magnesium carbonate, peanut, salt, guar gum","peanut,sulphites"
"carrageenan, crab, shrimp, sodium bicarbonate, mustard oil, maltodextrin, mustard flour, mustard paste, annatto, sugar (for texture), natural colors, salt, shellfish extract","mustard,shellfish"
"arachis oil, artificial flavors, lactose, paneer, yogurt, annatto, thiamine, canola oil","dairy,peanut"
"INGREDIENTS: calcium carbonate, soy sauce, casein, corn starch, yeast, glucose, tamari, preservatives, sunflower oil, vitamin E. CONTAINS dairy","dairy,soy"
"INGREDIENTS: annatto, corn syrup, paprika extract, folate (for color), natural flavors. MAY CONTAIN soy, celery, wheat DUE TO SHARED EQUIPMENT",",celery,soy,wheat"
"INGREDIENTS: shrimp, calcium carbonate (for texture), carrageenan, preserved with sulfites, mono and diglycerides, dextrose, niacin, prawn, sulfites, beta carotene, annatto, seafood, vitamin A","shellfish,sulphites"
"INGREDIENTS: preservatives, corn syrup (as stabilizer), calcium carbonate, magnesium carbonate, folate, niacin, lactic acid",none
"soybean, yeast, vitamin D, water (as preservative)",soy
"carrageenan, (may contain traces of mustard), paprika extract, citric acid, maltodextrin, couscous","mustard,wheat"
"rice flour (as stabilizer), paprika extract (as preservative), corn starch, potato starch (for texture), invert sugar, potassium chloride, lecithin",none
"vitamin E, artificial flavors, sunflower oil, fructose (for color), preservatives, dextrose",none
"sodium bisulfite, dextrose, contains sulfites, potato starch, preserved with sulfites, canola oil, thiamine, magnesium carbonate, sodium bicarbonate",sulphites
"vegetable oil, dextrose (for color), tahini, thiamine, wine preservative (sulfites), preserved with sulfites, mustard powder, palm oil, paprika extract, milk solids, contains sulfites, sesame, turmeric","dairy,mustard,sesame,sulphites"
"calcium carbonate, dried albumin, mayonnaise, thiamine, egg powder, magnesium carbonate (as stabilizer), palm oil, rice flour, water, potassium chloride, riboflavin",egg
"snail, salt, invert sugar, abalone, mackerel, natural colors (for color), vitamin D","fish,molluscs"
"salmon, dextrose, beta carotene, lupini beans, vitamin D, celery juice, canola oil","celery,fish,lupin"
"tapioca starch, semolina, sodium bicarbonate, (processed in a facility that also processes tree_nuts, lupin), sugar, magnesium carbonate, snail, carrageenan","lupin,molluscs,tree_nuts,wheat"
"INGREDIENTS: sunflower oil, mustard oil, dijon mustard, rice flour, mustard powder, baking powder, canola oil, maltodextrin, guar gum, vitamin E. CONTAINS mustard",mustard
"corn starch, mustard seed, artificial flavors, yellow mustard, turmeric, mustard",mustard
"INGREDIENTS: sodium sulfite, sodium metabisulfite, vegetable oil, vitamin A, canola oil, soy, mustard flour, preserved with sulfites, lupin protein, mustard paste, tofu, lupine","lupin,mustard,soy,sulphites"
"mono and diglycerides, meringue, egg white, thiamine, corn syrup, celery juice, fish, celery seasoning, sesame protein, egg, celery stalk, mollusc powder, natural flavors, sesame, sesame flour, baking powder","celery,egg,fish,molluscs,sesame"
"edamame, soy, lactic acid, vegetable oil, sugar",soy
"annatto, citric acid, glucose, xanthan gum",none
"seitan, modified starch, preserved with sulfites, invert sugar, baking powder, contains sulfites, sugar, modified wheat starch, folate, rice flour, wheat bran, calcium carbonate, potassium chloride, sodium sulfite","sulphites,wheat"
"INGREDIENTS: natural flavors, calamari, snail, canola oil (for color), vitamin D. CONTAINS molluscs. MAY CONTAIN soy, celery DUE TO SHARED EQUIPMENT","celery,molluscs,soy"
"INGREDIENTS: mono and diglycerides, celery seasoning, hydrolyzed soy protein, yeast, annatto, lecithin, soy flour, magnesium carbonate, soy protein, celery root, vegetable oil, modified starch. CONTAINS soy","celery,soy"
"INGREDIENTS: bread crumbs, canola oil, palm oil, natural colors (as stabilizer), lecithin, vitamin A, mono and diglycerides, citric acid, whole wheat flour. MAY CONTAIN mustard, molluscs DUE TO SHARED EQUIPMENT","molluscs,mustard,wheat"
"INGREDIENTS: rice flour, potato starch, celery seeds, (processed in a facility that also processes wheat, tree_nuts, peanut), white sesame, guar gum, magnesium carbonate, vegetable oil (as stabilizer), celery stalk, celery powder, til. CONTAINS wheat","celery,peanut,sesame,tree_nuts,wheat"
"celery seasoning, modified wheat starch, carrageenan, periwinkle, shrimp paste, lecithin, sesame protein, sesame paste, clam, seafood, canola oil, (manufactured on equipment that also processes shellfish, sesame), lobster","celery,molluscs,sesame,sesame,shellfish,shellfish,wheat"
"INGREDIENTS: octopus, canola oil, fructose, vegetable oil (for color), natural colors. MAY CONTAIN molluscs, fish DUE TO SHARED EQUIPMENT","fish,molluscs"
"natural colors, thiamine, carrageenan, fructose, calamari, egg yolk, pine nut, palm oil, oyster, corn starch, canola oil, niacin, mollusc extract, peanut","egg,molluscs,peanut,tree_nuts"
"palm oil, surimi, glucose, canola oil",fish
"INGREDIENTS: citric acid, celeriac, canola oil, shellfish, celery salt, krill, shellfish extract, sugar, corn starch, yogurt, potato starch, yeast (for color), milk fat. CONTAINS dairy, shellfish, celery. MAY CONTAIN egg DUE TO SHARED EQUIPMENT","celery,dairy,egg,shellfish"
"pine nut, lupin protein, lecithin, baking powder, vitamin D (as stabilizer), lupin flour, cashew, salt, magnesium carbonate, lupini, carrageenan (for texture), vegetable oil","lupin,tree_nuts"
"preservatives, vegetable oil, lecithin",none
"xanthan gum, niacin (for texture), calcium carbonate (for texture), potassium chloride, folate, magnesium carbonate",none
"annatto (as stabilizer), modified starch, canola oil, (processed in a facility that also processes peanut, tree_nuts), preservatives, carrageenan, magnesium carbonate, tapioca starch","peanut,tree_nuts"
"tapioca starch, preservatives, lactic acid",none
"(processed in a facility that also processes celery), guar gum, globulin, dried albumin, citric acid, paprika extract, tempeh","celery,egg,soy"
"INGREDIENTS: vegetable oil, milk solids, corn starch, beta carotene, modified starch, fish, salmon, sodium caseinate, (may be present: molluscs), potassium chloride, dijon mustard, pecan, fish protein, mustard, water, curd, cashew butter. MAY CONTAIN molluscs, sesame, egg DUE TO SHARED EQUIPMENT","dairy,egg,fish,molluscs,mustard,sesame,tree_nuts"
"sesame flour, xanthan gum, corn syrup, sesame protein, cashew, macadamia, rice flour, tahini","sesame,tree_nuts"
"INGREDIENTS: paprika extract (for texture), guar gum, fructose, sunflower oil (as preservative), mono and diglycerides, vegetable oil, sugar, tapioca starch. MAY CONTAIN egg DUE TO SHARED EQUIPMENT",",egg"
"baking powder, potato starch, oyster, crawfish, celery, corn syrup, whelk, (may contain traces of molluscs, lupin, egg)","celery,egg,lupin,molluscs,molluscs,shellfish"
"paprika extract, vitamin D, vegetable oil, calcium carbonate, natural colors",none
"celery seasoning, xanthan gum, lupin bean powder, celery powder, folate (for color), rice flour","celery,lupin"
"rice flour, glucose, (manufactured on equipment that also processes soy), annatto, citric acid",soy
"palm oil, magnesium carbonate, yellow mustard, calcium carbonate, natural flavors, (may be present: lupin, mustard), celery spice, mustard flour, niacin, mustard paste, dextrose","celery,lupin,mustard,mustard"
"INGREDIENTS: goober peas, tuna, peanut butter, whole wheat flour, vitamin A, annatto, dijon mustard, lactic acid, potassium chloride, arachis oil, fish sauce, niacin. CONTAINS peanut, mustard","fish,mustard,peanut,wheat"
"salt (for texture), soy flour, natural flavors, carrageenan, edamame",soy
"mustard seed, calcium carbonate, invert sugar, sodium metabisulfite, tapioca starch, mustard flour, niacin, lactic acid, baking powder, treated with sulfites, potassium bisulfite","mustard,sulphites"
"INGREDIENTS: lupin, invert sugar, potassium chloride, canola oil, squid, fructose, clam, maltodextrin, lupin seeds. CONTAINS molluscs. MAY CONTAIN soy DUE TO SHARED EQUIPMENT","lupin,molluscs,soy"
"rice flour, casein, peanut paste, whey, salt, corn starch, (may contain traces of sulphites, shellfish, soy), lactic acid, goober peas","dairy,peanut,shellfish,soy,sulphites"
"artificial flavors, thiamine (as preservative), canola oil, magnesium carbonate, beta carotene, ground peanuts, lactic acid",peanut
"INGREDIENTS: folate, natural flavors (for color), modified starch, mussel, white sesame, water, clam, canola oil, sesame protein, cod. CONTAINS molluscs. MAY CONTAIN molluscs, mustard, fish DUE TO SHARED EQUIPMENT","fish,molluscs,mustard,sesame"
"preservatives, edamame, tempeh, soy, maltodextrin, canola oil, sunflower oil, yeast",soy
"beta carotene, fish, calcium carbonate, lecithin, sodium bicarbonate, mackerel, folate",fish
"bran, cheese, whey, water, fructose, casein, sodium bicarbonate (as stabilizer), folate, vitamin E, sugar (for color), rice flour","dairy,wheat"
"fructose (as preservative), preservatives, annatto, canola oil, corn starch, sugar",none
"(processed in a facility that also processes fish, lupin), glucose, guar gum (for texture), salt, mono and diglycerides","fish,lupin"
"INGREDIENTS: sugar, preservatives, citric acid, egg protein, paprika extract, sodium bicarbonate, potassium chloride. CONTAINS egg. MAY CONTAIN sulphites DUE TO SHARED EQUIPMENT","egg,sulphites"
"INGREDIENTS: vitamin D, lecithin, vitamin E. MAY CONTAIN soy, lupin, sesame DUE TO SHARED EQUIPMENT",",lupin,sesame,soy"
"couscous, walnut, potassium chloride, maltodextrin, bread crumbs, rice flour, celery stalk, vitamin A, preservatives, hazelnut","celery,tree_nuts,wheat"
"INGREDIENTS: sulfites, sodium sulfite, sesame, oyster, preserved with sulfites, citric acid, natural colors, langoustine, palm oil, maltodextrin, natural flavors, sugar, vitamin E (for color), sesame protein, whelk, corn starch. CONTAINS shellfish, sesame. MAY CONTAIN soy DUE TO SHARED EQUIPMENT","molluscs,sesame,shellfish,soy,sulphites"
"peanut protein, lecithin, sunflower oil, vegetable oil, (may be present: molluscs, dairy, wheat), peanut oil, folate","dairy,molluscs,peanut,wheat"
"folate, baking powder, modified starch, annatto, citric acid, paprika extract",none
"salt, potato starch, citric acid, natural colors, modified starch, sugar (for color)",none
"INGREDIENTS: buttermilk, glucose, celery juice, crawfish, potato starch, riboflavin, potassium chloride, celery seeds. CONTAINS shellfish","celery,dairy,shellfish"
"INGREDIENTS: edamame, niacin, abalone, whelk, gingelly oil, black sesame, celery extract, celery seeds, celery seasoning, sesame paste, mussel, soya, beta carotene, folate, peanut butter, tapioca starch (for color), thiamine, magnesium carbonate. CONTAINS peanut, sesame, soy","celery,molluscs,peanut,sesame,soy"
"salt, corn starch, casein, sugar, lysozyme, mono and diglycerides, cashew butter, almond flour, dried albumin, langoustine, krill, pecan","dairy,egg,shellfish,tree_nuts"
"INGREDIENTS: canola oil, natural colors, sodium bicarbonate (for color), glucose, baking powder, turmeric (as preservative), tempeh. CONTAINS soy",soy
"canola oil, beta carotene, dextrose, invert sugar, shellfish, corn syrup (as stabilizer), crayfish",shellfish
"riboflavin, guar gum, sugar, niacin, celery salt, calcium carbonate, mono and diglycerides, glucose (for color), textured vegetable protein, miso, sesame paste, sesame, tamari, celery root","celery,sesame,soy"
"glucose, riboflavin, mono and diglycerides, palm oil, citric acid",none
"INGREDIENTS: paprika extract, carrageenan, natural colors",none
"INGREDIENTS: thiamine, mono and diglycerides (for color), canola oil, fish oil, mackerel, corn starch. CONTAINS fish",fish
"INGREDIENTS: artificial flavors, xanthan gum, vitamin A, lecithin, whelk, mussel, rice flour, oyster sauce, preservatives, thiamine. CONTAINS molluscs",molluscs
"tapioca starch, sunflower oil, baking powder, palm oil",none
"(processed in a facility that also processes soy), natural colors, modified starch, baking powder, clam","molluscs,soy"
"artificial flavors, peanut butter, monkey nuts, annatto, folate, ground peanuts, canola oil, invert sugar, magnesium carbonate, calcium carbonate, citric acid",peanut
"meringue, water (for color), egg powder, tapioca starch (as stabilizer), fructose, vitamin A, tahini, xanthan gum, sesame seed, carrageenan, fish powder, glucose","egg,fish,sesame"
"INGREDIENTS: fructose, glucose, turmeric, guar gum, walnut oil, yeast, cashew butter, lactic acid, paprika extract, vitamin A, sodium bisulfite. CONTAINS tree_nuts, sulphites. MAY CONTAIN peanut, egg, fish DUE TO SHARED EQUIPMENT","egg,fish,peanut,sulphites,tree_nuts"
"paneer, carrageenan, sunflower oil, glucose",dairy
"carrageenan, celery root, celery powder, rice flour (for color), sunflower oil, tapioca starch, beta carotene, fructose, celery salt, glucose, turmeric (for color)",celery
"edamame, lupin protein, tapioca starch, mustard extract, guar gum, preservatives, soy, krill","lupin,mustard,shellfish,soy"
"INGREDIENTS: magnesium carbonate, vitamin E, cod, modified starch, potassium metabisulfite, til, carrageenan, maltodextrin, water, tahini","fish,sesame,sulphites"
"INGREDIENTS: mustard flour, mustard oil, turmeric, modified starch, yeast, palm oil, natural flavors, folate, vegetable oil, maltodextrin. CONTAINS mustard",mustard
"INGREDIENTS: thiamine, sodium sulfite, corn syrup, guar gum, clam juice, wine preservative (sulfites), baking powder, oyster sauce, invert sugar, yeast, abalone. CONTAINS sulphites, molluscs","molluscs,sulphites"
"celery juice, celery seasoning, periwinkle, chestnut, oyster sauce, cashew, mustard flour, celery root, sesame, sesame paste, artificial flavors, dijon mustard, glucose, mussel, baking powder, hazelnut","celery,molluscs,mustard,sesame,tree_nuts"
